Trigram,Frequency
"('meadows', 'drive', 'apartment')",6
"('hes', 'think', 'hes')",6
"('im', 'sorry', 'thats')",6
"('dont', 'want', 'going')",6
"('want', 'going', 'store')",6
"('name', 'dont', 'know')",6
"('really', 'dont', 'want')",6
"('im', 'trying', 'take')",6
"('im', 'going', 'put')",6
"('speak', 'full', 'sentence')",6
"('short', 'breath', 'im')",6
"('partners', 'already', 'got')",6
"('okay', 'far', 'fall')",6
"('yeah', 'im', 'right')",6
"('suffering', 'cough', 'fever')",6
"('anyone', 'quarantined', 'doctor')",6
"('one', 'second', 'said')",6
"('weakness', 'nausea', 'vomiting')",6
"('okay', 'well', 'like')",6
"('youre', 'fine', 'whats')",6
"('got', 'ta', 'go')",6
"('theyre', 'vehicles', 'walking')",6
"('two', 'three', 'four')",6
"('four', 'five', 'one')",6
"('partner', 'getting', 'medic')",6
"('inside', 'house', 'yes')",6
"('want', 'rest', 'whatever')",6
"('know', 'lost', 'consciousness')",6
"('know', 'whats', 'happening')",6
"('shortness', 'breath', 'okay')",6
"('532', 'brickstone', 'drive')",6
"('poop', 'poop', 'poop')",6
"('42', 'car', 'coming')",6
"('section', 'line', 'blew')",6
"('dont', 'think', 'theyre')",6
"('think', 'theyre', 'vehicles')",6
"('vehicles', 'walking', 'theres')",6
"('good', '1', '2')",6
"('walking', 'theres', 'bunch')",6
"('shit', 'road', 'dont')",6
"('road', 'dont', 'want')",6
"('dont', 'want', 'cars')",6
"('want', 'cars', 'last')",6
"('south', 'section', 'line')",6
"('right', 'partner', 'going')",6
"('kensington', 'drive', 'delaware')",6
"('okay', 'hold', 'one')",6
"('way', 'keep', 'eye')",6
"('2051', 'berlin', 'station')",6
"('yes', 'dont', 'know')",6
"('trying', 'open', 'eyes')",6
"('conscious', 'right', 'yeah')",6
"('one', 'two', 'three')",6
"('youre', 'really', 'good')",6
"('67', 'mason', 'avenue')",6
"('door', 'face', 'hit')",6
"('complain', 'pain', 'illness')",6
"('yeah', 'go', 'ahead')",6
"('ok', 'dont', 'know')",6
"('could', 'go', 'ahead')",6
"('anybody', 'residence', 'cough')",6
"('residence', 'cough', 'fever')",6
"('orders', 'quarantine', 'nope')",6
"('im', 'phone', 'get')",6
"('phone', 'get', 'name')",6
"('breathing', 'trouble', 'breathing')",6
"('see', 'obvious', 'injuries')",6
"('1428', 'north', 'old')",6
"('face', 'face', 'bleeding')",6
"('slammed', 'door', 'face')",6
"('face', 'hit', 'face')",6
"('4', '5', 'brandy')",6
"('drinking', 'using', 'drugs')",6
"('alright', 'theyre', 'coming')",6
"('theyre', 'coming', 'back')",6
"('coming', 'back', 'anything')",6
"('call', 'back', 'officer')",6
"('back', 'officer', 'coming')",6
"('officer', 'coming', 'medics')",6
"('coming', 'medics', 'faith')",6
"('medics', 'faith', 'okay')",6
"('thank', 'thank', 'youre')",6
"('yeah', 'okay', 'okay')",6
"('back', 'try', 'keep')",6
"('powell', 'ohio', 'okay')",6
"('trying', 'get', 'car')",6
"('ok', 'alright', 'well')",6
"('lose', 'consciousness', 'didnt')",6
"('get', 'worse', 'get')",6
"('whats', 'going', 'whats')",6
"('alright', 'thank', 'thank')",6
"('okay', 'ive', 'got')",6
"('way', 'okay', 'okay')",6
"('bye', '911', 'address')",6
"('yes', 'sir', 'okay')",6
"('come', 'check', 'make')",6
"('thank', 'much', 'bye')",6
"('really', 'dont', 'know')",6
"('alright', 'alright', 'thank')",6
"('started', 'way', 'anything')",6
"('trouble', 'breathing', 'hes')",6
"('dont', 'know', 'thats')",6
"('phone', 'number', 'sure')",6
"('going', 'try', 'get')",6
"('okay', 'yeah', 'thats')",6
"('oh', 'yeah', 'oh')",6
"('came', 'bathroom', 'get')",6
"('bathroom', 'get', 'patient')",6
"('get', 'patient', 'like')",6
"('patient', 'like', 'youre')",6
"('youre', 'right', 'beside')",6
"('right', 'front', 'door')",6
"('wear', 'medical', 'alert')",6
"('alert', 'tag', 'okay')",6
"('youre', 'welcome', 'youre')",6
"('right', 'whats', 'phone')",6
"('yes', 'okay', 'know')",6
"('allow', 'eat', 'drink')",6
"('whats', 'happened', 'well')",6
"('years', 'old', 'im')",6
"('alright', 'let', 'know')",6
"('ok', 'tell', 'exactly')",6
"('lewis', 'center', 'ohio')",6
"('drive', 'lewis', 'center')",6
"('address', 'emergency', 'oh')",6
"('478', 'south', 'sandusky')",6
"('yeah', 'hes', 'still')",6
"('okay', 'would', 'get')",6
"('yeah', 'yeah', 'hes')",6
"('kind', 'asthma', 'medication')",6
"('phone', 'number', 'calling')",6
"('hes', 'conscious', 'breathing')",6
"('conscious', 'breathing', 'right')",6
"('unlocked', 'medics', 'come')",6
"('okay', 'recently', 'hospitalized')",6
"('whats', 'name', 'whats')",6
"('name', 'whats', 'name')",6
"('im', 'going', 'take')",6
"('okay', 'oh', 'god')",6
"('shes', 'awake', 'breathing')",6
"('lets', 'address', 'emergency')",6
"('know', 'approximately', 'much')",6
"('breathing', 'okay', 'right')",6
"('okay', 'right', 'medics')",6
"('en', 'route', 'guys')",6
"('okay', 'need', 'help')",6
"('dont', 'eat', 'drink')",6
"('problems', 'going', 'right')",6
"('extended', 'period', 'time')",6
"('already', 'got', 'medics')",6
"('thank', '911', 'whats')",6
"('dispatch', 'medics', 'guys')",6
"('medics', 'already', 'marked')",6
"('hospitalized', 'recently', 'anything')",6
"('911', 'lets', 'address')",6
"('calling', 'case', 'disconnected')",6
"('covid', 'symptoms', 'im')",6
"('dont', 'know', 'theres')",6
"('okay', 'right', 'anybody')",6
"('go', 'okay', 'thank')",6
"('cant', 'get', 'im')",6
"('rest', 'comfortably', 'okay')",6
"('need', 'someone', 'come')",6
"('anything', 'gets', 'worse')",6
"('anybody', 'home', 'quarantined')",6
"('okay', 'oh', 'yeah')",6
"('able', 'talk', 'full')",6
"('80', 'years', 'old')",6
"('gather', 'medications', 'give')",6
"('okay', 'cant', 'get')",6
"('okay', 'yes', 'okay')",6
"('okay', 'right', 'theyre')",6
"('911', 'location', 'emergency')",6
"('right', 'okay', 'well')",6
"('bed', 'cant', 'get')",6
"('okay', 'gather', 'medications')",6
"('alright', 'thank', 'bye')",6
"('problem', 'goodbye', 'bye')",6
"('okay', 'right', 'im')",6
"('okay', 'breathing', 'okay')",6
"('yeah', 'okay', 'alright')",6
"('trouble', 'breathing', 'anything')",6
"('anybody', 'need', 'medic')",6
"('um', 'dont', 'know')",6
"('want', 'go', 'ahead')",6
"('correct', 'correct', 'okay')",6
"('medic', 'en', 'route')",6
"('cant', 'get', 'bed')",6
"('well', 'dont', 'know')",6
"('emergency', '478', 'south')",6
"('alright', 'anything', 'changes')",6
"('like', 'said', 'theyre')",6
"('us', 'right', 'back')",6
"('dont', 'know', 'long')",6
"('spell', 'last', 'name')",6
"('thank', 'alright', 'thank')",6
"('changes', 'worsens', 'give')",6
"('get', 'disconnected', '740')",6
"('quarantine', 'covid', 'symptoms')",6
"('ive', 'got', 'questions')",6
"('big', 'changes', 'give')",6
"('partner', 'going', 'get')",6
"('okay', 'theyre', 'way')",6
"('questions', 'theyre', 'way')",6
"('shes', 'hard', 'time')",6
"('hurt', 'breathe', 'short')",6
"('call', 'us', 'right')",6
"('right', 'go', 'ahead')",6
"('bye', '911', 'whats')",6
"('okay', 'nurse', 'yes')",6
"('yeah', 'im', 'sorry')",6
"('emergency', 'hi', 'im')",6
"('youre', 'able', 'put')",6
"('exactly', 'happened', 'im')",6
"('two', 'weeks', 'ago')",6
"('drink', 'unless', 'youre')",6
"('emergency', 'hello', 'hello')",6
"('shes', 'gon', 'na')",6
"('10', 'minutes', 'ago')",6
"('phone', 'number', 'name')",6
"('cant', 'get', 'cant')",6
"('right', 'going', 'go')",6
"('right', 'anything', 'changes')",6
"('first', 'name', 'maam')",6
"('called', 'phone', 'number')",5
"('well', 'way', 'anything')",5
"('second', 'okay', 'okay')",5
"('worse', 'way', 'get')",5
"('na', 'start', 'medics')",5
"('go', 'ahead', 'gather')",5
"('feel', 'pain', 'anywhere')",5
"('questions', 'ask', 'okay')",5
"('dont', 'know', 'name')",5
"('happened', 'husband', 'fell')",5
"('alright', 'youre', 'welcome')",5
"('dont', 'know', 'youre')",5
"('heart', 'problems', 'heart')",5
"('well', 'dont', 'want')",5
"('road', 'sunbury', '43074')",5
"('hes', 'saying', 'hes')",5
"('eat', 'drink', 'okay')",5
"('honestly', 'dont', 'know')",5
"('breathe', 'hes', 'short')",5
"('ok', 'ok', 'yeah')",5
"('na', 'ask', 'questions')",5
"('thank', 'okay', 'right')",5
"('ok', 'difficulty', 'breathing')",5
"('get', 'dont', 'think')",5
"('theyve', 'already', 'marked')",5
"('symptoms', 'household', 'anybody')",5
"('ill', 'see', 'next')",5
"('said', 'anything', 'changes')",5
"('like', 'said', 'anything')",5
"('gets', 'worse', 'give')",5
"('yeah', 'okay', 'partner')",5
"('okay', 'okay', 'know')",5
"('dont', 'know', 'theyre')",5
"('okay', 'able', 'respond')",5
"('long', 'ago', 'fall')",5
"('old', '79', 'okay')",5
"('im', 'sorry', 'didnt')",5
"('whats', 'name', 'real')",5
"('100', 'georgetown', 'drive')",5
"('okay', 'alright', 'old')",5
"('garage', 'door', 'open')",5
"('cant', 'get', 'dont')",5
"('dont', 'think', 'okay')",5
"('keep', 'comfortable', 'dont')",5
"('know', 'know', 'know')",5
"('awake', 'right', 'yes')",5
"('okay', 'okay', 'patient')",5
"('yes', 'okay', 'hes')",5
"('address', 'emergency', '478')",5
"('questions', 'ask', 'ok')",5
"('congestive', 'heart', 'failure')",5
"('yeah', 'yeah', 'im')",5
"('okay', 'shes', 'currently')",5
"('park', 'avenue', 'apartment')",5
"('dont', 'want', 'fall')",5
"('orders', 'quarantine', 'right')",5
"('covid', 'symptoms', 'anyone')",5
"('change', 'get', 'worse')",5
"('help', 'youre', 'welcome')",5
"('emergency', 'hello', 'hi')",5
"('right', 'youre', 'welcome')",5
"('okay', 'watch', 'phone')",5
"('injured', 'difficulty', 'breathing')",5
"('need', 'help', 'needs')",5
"('address', 'emergency', 'really')",5
"('difficulty', 'breathing', 'yeah')",5
"('okay', 'think', 'hes')",5
"('dont', 'think', 'hes')",5
"('country', 'okay', 'history')",5
"('three', 'days', 'ago')",5
"('help', 'needs', 'help')",5
"('weapons', 'inside', 'house')",5
"('right', 'right', 'thank')",5
"('okay', 'alright', 'im')",5
"('shes', 'right', 'shes')",5
"('yeah', 'im', 'sure')",5
"('let', 'go', 'anything')",5
"('unless', 'shes', 'diabetic')",5
"('yes', 'yes', 'shes')",5
"('go', 'okay', 'okay')",5
"('theyre', 'way', 'anything')",5
"('line', 'im', 'going')",5
"('going', 'get', 'medics')",5
"('started', 'way', 'stay')",5
"('god', 'okay', 'okay')",5
"('stay', 'phone', 'okay')",5
"('way', 'want', 'rest')",5
"('okay', 'alright', 'whats')",5
"('okay', 'bleeding', 'anywhere')",5
"('subs', 'wwwzeorangercouk', 'okay')",5
"('whats', 'happened', 'um')",5
"('know', 'im', 'sure')",5
"('need', 'come', 'back')",5
"('comfortable', 'anything', 'changes')",5
"('need', 'somebody', 'come')",5
"('powell', 'police', 'officer')",5
"('im', 'going', 'need')",5
"('call', 'back', 'try')",5
"('else', 'eat', 'drink')",5
"('anything', 'else', 'eat')",5
"('fell', 'cant', 'get')",5
"('yes', 'short', 'breath')",5
"('talk', 'yeah', 'okay')",5
"('okay', 'right', 'try')",5
"('help', 'theyre', 'way')",5
"('best', 'thing', 'suggest')",5
"('meadow', 'court', 'three')",5
"('right', 'like', 'said')",5
"('two', 'three', 'days')",5
"('tell', 'even', 'sides')",5
"('smile', 'tell', 'even')",5
"('ask', 'smile', 'tell')",5
"('isnt', 'going', 'delay')",5
"('ok', 'trouble', 'breathing')",5
"('medics', 'started', 'us')",5
"('behavior', 'okay', 'right')",5
"('recent', 'travel', 'outside')",5
"('breath', 'anything', 'like')",5
"('emergency', '249', 'kensington')",5
"('address', 'emergency', '249')",5
"('short', 'breath', 'right')",5
"('ive', 'got', 'couple')",5
"('nobody', 'needs', 'medic')",5
"('couple', 'officers', 'headed')",5
"('covid', 'symptoms', 'like')",5
"('okay', 'old', 'okay')",5
"('well', 'right', 'back')",5
"('weak', 'cant', 'get')",5
"('address', 'emergency', '67')",5
"('20', 'minutes', 'ago')",5
"('okay', 'thank', 'yep')",5
"('dont', 'split', 'injuries')",5
"('breathe', 'hurt', 'breathe')",5
"('able', 'talk', 'yeah')",5
"('11979', 'stockwell', 'road')",5
"('sure', 'everythings', 'okay')",5
"('okay', 'youre', 'able')",5
"('breathing', 'short', 'breath')",5
"('get', 'disconnected', 'name')",5
"('address', 'emergency', 'thank')",5
"('able', 'speak', 'four')",5
"('oak', 'village', 'boulevard')",5
"('yeah', 'thats', 'fine')",5
"('hes', 'trying', 'get')",5
"('245', 'park', 'avenue')",5
"('like', 'said', 'partner')",5
"('right', 'okay', 'whats')",5
"('like', 'said', 'dont')",5
"('yeah', 'thats', 'right')",5
"('trouble', 'breathing', 'trouble')",5
"('please', 'hurry', 'yep')",5
"('okay', 'okay', 'yeah')",5
"('okay', 'know', 'much')",5
"('medics', 'would', 'appreciate')",5
"('injured', 'needs', 'help')",5
"('okay', 'gon', 'na')",5
"('suffering', 'covid', 'symptoms')",5
"('get', 'help', 'started')",5
"('sounds', 'good', 'thank')",5
"('911', 'lets', 'see')",5
"('okay', 'thank', 'yeah')",5
"('front', 'door', 'open')",5
"('questions', 'currently', 'conscious')",5
"('back', 'ok', 'okay')",5
"('wont', 'let', 'leave')",5
"('recently', 'done', 'traveling')",5
"('breathing', 'yes', 'yes')",5
"('im', 'pretty', 'sure')",5
"('shes', 'trying', 'get')",5
"('fell', 'last', 'night')",5
"('going', 'get', 'information')",5
"('long', 'everything', 'okay')",5
"('im', 'going', 'let')",5
"('okay', 'use', 'inhaler')",5
"('right', 'next', 'door')",5
"('im', 'sure', 'whats')",5
"('well', 'im', 'sure')",5
"('address', 'emergency', '35')",5
"('right', 'well', 'anything')",5
"('already', 'marked', 'route')",5
"('weve', 'already', 'got')",5
"('shes', 'injured', 'shes')",5
"('back', 'right', 'thank')",5
"('dispatched', 'anything', 'changes')",5
"('cant', 'get', 'chair')",5
"('emergency', 'room', 'okay')",5
"('move', 'dont', 'splint')",5
"('okay', 'know', 'caused')",5
"('yes', 'okay', 'said')",5
"('village', 'gate', 'boulevard')",5
"('welcome', 'youre', 'welcome')",5
"('theyre', 'going', 'shortly')",5
"('okay', 'yeah', 'yeah')",5
"('chest', 'rising', 'falling')",5
"('see', 'chest', 'rising')",5
"('something', 'dont', 'know')",5
"('breathing', 'dont', 'know')",5
"('maam', 'whats', 'name')",5
"('let', 'go', 'thank')",5
"('gets', 'worse', 'go')",5
"('difficulty', 'breathing', 'covid')",5
"('uh', 'dont', 'know')",5
"('whats', 'going', 'right')",5
"('shes', 'feeling', 'like')",5
"('shes', 'able', 'speak')",5
"('yes', 'okay', 'okay')",5
"('ok', 'whats', 'address')",5
"('bradford', 'court', 'okay')",5
"('three', 'weeks', 'ago')",5
"('alright', 'phone', 'number')",5
"('dont', 'feel', 'good')",5
"('actually', 'hurting', 'breathe')",5
"('see', 'next', 'week')",5
"('okay', 'old', 'husband')",5
"('minutes', 'okay', 'okay')",5
"('going', 'stay', 'phone')",5
"('weapons', 'house', 'okay')",5
"('phone', 'number', 'whats')",5
"('using', 'drugs', 'alcohol')",5
"('right', 'medics', 'get')",5
"('drink', 'right', 'medics')",5
"('guys', 'covid', 'symptoms')",5
"('real', 'bad', 'okay')",5
"('able', 'respond', 'appropriately')",5
"('okay', 'right', 'old')",5
"('court', 'okay', 'whats')",5
"('use', 'front', 'door')",5
"('approximately', 'much', 'weighs')",5
"('gets', 'worse', 'get')",5
"('youre', 'known', 'diabetic')",5
"('unless', 'youre', 'known')",5
"('drink', 'anything', 'unless')",5
"('im', 'hard', 'time')",5
"('home', 'sick', 'covid')",5
"('anybody', 'home', 'sick')",5
"('shes', 'fine', 'shes')",5
"('ok', 'right', 'im')",5
"('make', 'sure', 'dont')",5
"('yes', 'whats', 'name')",5
"('sorry', 'dont', 'know')",5
"('covid', 'symptoms', 'shes')",5
"('alright', 'covid', 'symptoms')",5
"('thank', 'thank', 'much')",5
"('blood', 'pressure', 'okay')",5
"('dont', 'allow', 'eat')",5
"('front', 'door', 'yes')",5
"('door', 'unlocked', 'okay')",5
"('medics', 'dispatched', 'guys')",5
"('go', 'ahead', 'take')",5
"('taking', 'blood', 'sugar')",5
"('could', 'gather', 'medications')",5
"('make', 'sure', 'doesnt')",5
"('doctor', 'covid', 'okay')",5
"('get', 'okay', 'alright')",5
"('give', 'paramedics', 'get')",5
"('mean', 'dont', 'know')",5
"('okay', 'old', '78')",5
"('trying', 'get', 'go')",5
"('dont', 'know', 'address')",5
"('right', 'help', 'way')",5
"('en', 'route', 'anything')",5
"('drive', 'anything', 'changes')",5
"('8144', 'highfield', 'drive')",5
"('blood', 'pressure', 'medicine')",5
"('call', 'back', '911')",5
"('travel', 'state', 'country')",5
"('okay', 'whats', 'last')",5
"('help', 'way', 'okay')",5
"('medical', 'wear', 'tag')",5
"('simple', 'commands', 'yeah')",5
"('open', 'garage', 'door')",5
"('bleeding', 'anywhere', 'see')",5
"('hes', 'awake', 'hes')",5
"('287', 'chelsea', 'street')",5
"('shortly', 'anything', 'changes')",5
"('okay', 'well', 'medic')",5
"('okay', 'wear', 'medical')",5
"('whats', 'happened', 'husband')",5
"('okay', 'well', 'see')",5
"('idea', 'whats', 'going')",5
"('im', 'sure', 'okay')",5
"('back', 'okay', 'ok')",5
"('getting', 'ready', 'leave')",5
"('cant', 'move', 'okay')",5
"('hanover', 'road', 'lot')",5
"('need', 'anything', 'else')",5
"('tell', 'exert', 'talk')",5
"('thank', 'bye', 'thank')",5
"('cuts', 'bruising', 'bleeding')",5
"('let', 'go', 'get')",5
"('way', 'south', 'okay')",5
"('allow', 'rest', 'comfortably')",5
"('okay', 'old', 'shes')",5
"('beep', '911', 'address')",5
"('said', 'go', 'ahead')",5
"('cant', 'get', 'back')",5
"('hello', '911', 'address')",5
"('dont', 'even', 'know')",5
"('911', 'change', 'emergency')",5
"('youre', 'calling', 'yes')",5
"('ok', 'thank', 'thank')",5
"('westerville', 'ohio', '43082')",5
"('dont', 'know', 'oh')",5
"('like', 'dont', 'know')",5
"('anybody', 'covid', 'symptoms')",5
"('11050', 'fancher', 'road')",5
"('conscious', 'breathing', 'hes')",5
"('county', 'sheriffs', 'office')",5
"('know', 'okay', 'alright')",5
"('let', 'rest', 'position')",5
"('okay', 'shes', 'awake')",5
"('memory', 'care', 'unit')",5
"('let', 'know', 'okay')",5
"('sorry', 'youre', 'fine')",5
"('okay', 'alright', 'medics')",5
"('comfort', 'nothing', 'eat')",5
"('position', 'comfort', 'nothing')",5
"('dont', 'know', 'else')",5
"('youve', 'called', 'case')",5
"('dont', 'think', 'shes')",5
"('symptoms', 'covid', 'residence')",5
"('right', 'weve', 'got')",5
"('got', 'way', 'anything')",5
"('hip', 'right', 'hip')",5
"('willowbrook', 'christian', 'village')",5
"('name', 'youre', 'fine')",4
"('5', 'keep', 'going')",4
"('5', 'brandy', 'keep')",4
"('youre', 'good', '1')",4
"('keep', 'going', 'brandy')",4
"('understand', 'whats', 'going')",4
"('4', '5', 'keep')",4
"('needs', 'help', 'shes')",4
"('think', 'hes', 'going')",4
"('covid', 'symptoms', 'hes')",4
"('weve', 'already', 'dispatched')",4
"('keep', 'going', 'youre')",4
"('address', 'emergency', 'well')",4
"('theyre', 'coming', 'fast')",4
"('five', 'one', 'two')",4
"('alright', 'partner', 'getting')",4
"('put', 'hands', 'listen')",4
"('medics', 'im', 'talking')",4
"('started', 'way', 'go')",4
"('okay', 'okay', 'anybody')",4
"('drunk', 'put', 'hands')",4
"('im', 'sure', 'took')",4
"('taylor', 'need', 'medic')",4
"('youre', 'drunk', 'put')",4
"('226', 'lake', 'street')",4
"('im', 'back', 'bedroom')",4
"('okay', 'okay', 'thanks')",4
"('im', 'going', 'give')",4
"('headed', 'way', 'okay')",4
"('due', 'covid', 'okay')",4
"('section', 'line', 'road')",4
"('okay', 'said', 'hit')",4
"('video', '911', 'whats')",4
"('911', 'whats', 'dressed')",4
"('whats', 'dressed', 'emergency')",4
"('whats', 'going', 'go')",4
"('bleeding', 'really', 'really')",4
"('shes', 'drinking', 'using')",4
"('didnt', 'actually', 'see')",4
"('okay', 'want', 'make')",4
"('need', 'go', 'hospital')",4
"('dale', 'ford', 'road')",4
"('eating', 'drinking', 'anything')",4
