,Bigram,Frequency
32725,"('son', 'put')",1
32726,"('worse', 'meantime')",1
32727,"('back', 'husband')",1
32728,"('husband', 'give')",1
32729,"('back', 'take')",1
32730,"('know', 'otherwise')",1
32731,"('emergency', '440')",1
32732,"('440', 'little')",1
32733,"('little', 'creek')",1
32734,"('ohio', 'mile')",1
32735,"('mile', 'half')",1
32736,"('half', 'grady')",1
32737,"('names', 'watson')",1
32738,"('watson', 'jones')",1
32739,"('jones', 'whats')",1
32740,"('call', 'watson')",1
32741,"('watson', '7409151237')",1
32742,"('7409151237', 'coming')",1
32743,"('2', '863')",1
32744,"('mmmm', 'oxygen')",1
32745,"('history', 'mmmm')",1
32746,"('setting', 'know')",1
32747,"('like', '87')",1
32748,"('87', 'oxygen')",1
32749,"('happened', 'alright')",1
32750,"('trying', 'anything')",1
32751,"('anything', 'breathing')",1
32752,"('breathing', 'got')",1
32753,"('worse', 'setting')",1
32754,"('know', 'different')",1
32755,"('ahem', 'medical')",1
32756,"('different', 'bounds')",1
32757,"('bounds', 'recently')",1
32758,"('hospital', 'extended')",1
32759,"('swallowing', 'use')",1
32760,"('use', 'asthma')",1
32761,"('medication', 'mmmm')",1
32762,"('mmmm', 'ahem')",1
32763,"('since', 'tuesday')",1
32764,"('us', 'since')",1
32765,"('transfusion', 'us')",1
32766,"('outside', 'thank')",1
32767,"('feeling', 'okay')",1
32768,"('might', 'comfortable')",1
32769,"('comfortable', 'answering')",1
32770,"('questions', 'talk')",1
32771,"('yard', 'youth')",1
32772,"('youth', 'board')",1
32773,"('board', 'happened')",1
32774,"('happened', 'see')",1
32775,"('see', 'rod')",1
32776,"('rod', 'dont')",1
32777,"('know', 'fault')",1
32778,"('fault', 'need')",1
32779,"('need', 'fine')",1
32780,"('fine', 'humming')",1
32781,"('humming', 'right')",1
32782,"('right', 'helmet')",1
32783,"('helmet', 'yeah')",1
32784,"('thank', 'since')",1
32785,"('lisa', 'right')",1
32786,"('breathing', 'honey')",1
32787,"('outside', 'lisa')",1
32788,"('lecture', 'yes')",1
32789,"('yes', 'cow')",1
32790,"('cow', 'hasnt')",1
32791,"('hasnt', 'put')",1
32792,"('put', 'yet')",1
32793,"('yet', 'severe')",1
32794,"('severe', 'yeah')",1
32795,"('say', 'fracture')",1
32796,"('fracture', 'elbow')",1
32797,"('elbow', 'okay')",1
32798,"('hes', 'medical')",1
32799,"('medical', 'okay')",1
32800,"('honey', 'worries')",1
32801,"('worries', 'please')",1
32802,"('please', 'last')",1
32803,"('part', 'thing')",1
32804,"('thing', 'still')",1
32805,"('whole', 'everything')",1
32806,"('everything', 'elbow')",1
32807,"('elbow', 'email')",1
32808,"('email', 'didnt')",1
32809,"('lie', 'hes')",1
32810,"('sitting', 'comfortable')",1
32811,"('fine', 'standing')",1
32812,"('standing', 'bleeding')",1
32813,"('get', 'lightheaded')",1
32814,"('okay', 'can')",1
32815,"('not', 'sit')",1
32816,"('sit', 'hey')",1
32817,"('hey', 'go')",1
32818,"('go', 'oven')",1
32819,"('oven', 'see')",1
32820,"('see', 'nothing')",1
32821,"('go', 'stacys')",1
32822,"('stacys', 'gon')",1
32823,"('na', 'watch')",1
32824,"('watch', 'tell')",1
32825,"('tell', 'mom')",1
32826,"('wont', 'lie')",1
32827,"('walking', 'wont')",1
32828,"('hotel', 'know')",1
32829,"('grammy', 'need')",1
32830,"('head', 'didnt')",1
32831,"('move', 'didnt')",1
32832,"('hit', 'year')",1
32833,"('year', 'five')",1
32834,"('five', 'yeah')",1
32835,"('quite', 'funny')",1
32836,"('funny', 'grammy')",1
32837,"('need', 'grammy')",1
32838,"('hear', 'spot')",1
32839,"('grammy', 'comes')",1
32840,"('comes', 'one')",1
32841,"('another', 'minutes')",1
32842,"('minutes', 'get')",1
32843,"('walking', 'also')",1
32844,"('also', 'happening')",1
32845,"('cant', 'please')",1
32846,"('leading', 'lecture')",1
32847,"('leading', 'yes')",1
32848,"('pass', 'leading')",1
32849,"('named', 'scott')",1
32850,"('sit', '911')",1
32851,"('yes', 'spot')",1
32852,"('spot', 'husband')",1
32853,"('husband', 'rest')",1
32854,"('rest', 'put')",1
32855,"('put', 'arm')",1
32856,"('arm', 'oregon')",1
32857,"('oregon', 'phone')",1
32858,"('phone', 'sprinkles')",1
32859,"('sprinkles', '5')",1
32860,"('5', 'yes')",1
32861,"('got', 'thank')",1
32862,"('um', '145983390')",1
32863,"('145983390', 'lay')",1
32864,"('lay', 'move')",1
32865,"('sorry', 'barely')",1
32866,"('lisa', 'husband')",1
32867,"('rock', 'okay')",1
32868,"('help', 'rock')",1
32869,"('even', 'weve')",1
32870,"('okay', 'excuse')",1
32871,"('fine', 'tell')",1
32872,"('tell', 'keep')",1
32873,"('closed', 'said')",1
32874,"('closed', 'honey')",1
32875,"('telling', 'try')",1
32876,"('help', 'interact')",1
32877,"('interact', 'okay')",1
32878,"('excuse', 'everything')",1
32879,"('okay', 'even')",1
32880,"('know', 'company')",1
32881,"('company', 'oregon')",1
32882,"('oregon', 'going')",1
32883,"('back', 'flight')",1
32884,"('flight', 'afternoon')",1
32885,"('afternoon', 'okay')",1
32886,"('okay', 'none')",1
32887,"('husband', 'named')",1
32888,"('scott', 'hes')",1
32889,"('talking', 'feels')",1
32890,"('one', 'taught')",1
32891,"('arm', 'bone')",1
32892,"('sticking', 'bone')",1
32893,"('sticking', 'dont')",1
32894,"('know', 'fresh')",1
32895,"('fresh', 'food')",1
32896,"('food', 'hes')",1
32897,"('bad', 'hold')",1
32898,"('hold', 'slapping')",1
32899,"('slapping', 'way')",1
32900,"('come', 'city')",1
32901,"('theyre', 'far')",1
32902,"('far', 'im')",1
32903,"('line', 'ask')",1
32904,"('questions', 'keep')",1
32905,"('updated', 'pass')",1
32906,"('got', 'neighbor')",1
32907,"('neighbor', 'talking')",1
32908,"('compound', 'arm')",1
32909,"('said', 'compound')",1
32910,"('injuries', 'right')",1
32911,"('tear', 'thanks')",1
32912,"('taught', 'okay')",1
32913,"('okay', 'compound')",1
32914,"('compound', 'crafting')",1
32915,"('crafting', 'pass')",1
32916,"('pass', 'alright')",1
32917,"('alright', 'lisa')",1
32918,"('hold', 'tear')",1
32919,"('watching', 'near')",1
32920,"('kind', 'injuries')",1
32921,"('near', 'format')",1
32922,"('format', '49')",1
32923,"('49', 'yes')",1
32924,"('wait', 'say')",1
32925,"('hell', 'new')",1
32926,"('new', 'pass')",1
32927,"('pass', 'kind')",1
32928,"('oh', 'hard')",1
32929,"('things', 'lot')",1
32930,"('need', 'transfusion')",1
32931,"('ultimately', 'thatll')",1
32932,"('fall', 'medics')",1
32933,"('really', 'appreciate')",1
32934,"('appreciate', 'shes')",1
32935,"('yeah', 'coward')",1
32936,"('coward', 'um')",1
32937,"('um', '60')",1
32938,"('60', '51')",1
32939,"('51', 'long')",1
32940,"('start', 'two')",1
32941,"('two', 'transfusions')",1
32942,"('past', 'tuesday')",1
32943,"('tuesday', 'chemo')",1
32944,"('chemo', 'started')",1
32945,"('night', 'key')",1
32946,"('key', 'tuesday')",1
32947,"('tuesday', 'well')",1
32948,"('yes', 'hurting')",1
32949,"('thatll', 'fall')",1
32950,"('approach', 'ultimately')",1
32951,"('pain', 'far')",1
32952,"('requesting', 'silent')",1
32953,"('go', 'james')",1
32954,"('james', 'well')",1
32955,"('try', 'could')",1
32956,"('could', 'would')",1
32957,"('like', 'take')",1
32958,"('take', 'ohio')",1
32959,"('health', 'africa')",1
32960,"('kind', 'triage')",1
32961,"('triage', 'needs')",1
32962,"('back', 'gym')",1
32963,"('gym', 'well')",1
32964,"('medics', 'tf5630')",1
32965,"('tf5630', 'lenbrook')",1
32966,"('lenbrook', 'lane')",1
32967,"('lane', 'comments')",1
32968,"('comments', 'youre')",1
32969,"('youre', 'requesting')",1
32970,"('hurting', 'breather')",1
32971,"('breather', 'shes')",1
32972,"('tell', 'difference')",1
32973,"('difference', 'im')",1
32974,"('seems', 'go')",1
32975,"('along', 'chemo')",1
32976,"('chemo', 'um')",1
32977,"('hi', 'doctor')",1
32978,"('said', 'issues')",1
32979,"('issues', 'anemia')",1
32980,"('anemia', 'everything')",1
32981,"('everything', 'caused')",1
32982,"('caused', 'chemo')",1
32983,"('chemo', 'ive')",1
32984,"('ive', 'chemo')",1
32985,"('chemo', 'seven')",1
32986,"('years', 'happen')",1
32987,"('happen', 'happens')",1
32988,"('happens', 'right')",1
32989,"('anybody', 'expecting')",1
32990,"('expecting', 'need')",1
32991,"('nothing', 'seems')",1
32992,"('happened', 'nothing')",1
32993,"('right', 'happened')",1
32994,"('sentence', 'problems')",1
32995,"('sure', 'answer')",1
32996,"('answer', 'yeah')",1
32997,"('sentences', 'hemoglobin')",1
32998,"('hemoglobin', 'bad')",1
32999,"('bad', 'shes')",1
33000,"('shes', 'anemic')",1
33001,"('anemic', 'speak')",1
33002,"('besides', 'needing')",1
33003,"('right', 'last')",1
33004,"('better', 'better')",1
33005,"('shes', 'flat')",1
33006,"('flat', 'thats')",1
33007,"('thats', 'trouble')",1
33008,"('trouble', 'even')",1
33009,"('even', 'getting')",1
33010,"('getting', 'get')",1
33011,"('could', 'needs')",1
33012,"('kids', 'didnt')",1
33013,"('trauma', 'kids')",1
33014,"('like', 'moms')",1
33015,"('broken', 'yes')",1
33016,"('name', 'shabia')",1
33017,"('shabia', 'actually')",1
33018,"('actually', 'live')",1
33019,"('live', 'neighborhood')",1
33020,"('neighborhood', 'thats')",1
33021,"('thats', 'already')",1
33022,"('911', 'think')",1
33023,"('think', 'wife')",1
33024,"('wife', 'came')",1
33025,"('disconnected', 'wait')",1
33026,"('like', 'ninefour')",1
33027,"('ninefour', '9720')",1
33028,"('9720', 'okay')",1
33029,"('actually', 'scaping')",1
33030,"('scaping', 'okay')",1
33031,"('alright', 'another')",1
33032,"('arms', 'broken')",1
33033,"('someones', 'arms')",1
33034,"('said', 'someones')",1
33035,"('continuing', 'okay')",1
33036,"('know', 'injury')",1
33037,"('injury', 'elbow')",1
33038,"('elbow', 'oh')",1
33039,"('wrap', 'oh')",1
33040,"('wrap', 'okay')",1
33041,"('like', 'start')",1
33042,"('start', 'continuing')",1
33043,"('786', 'whats')",1
33044,"('broken', '786')",1
33045,"('whats', 'work')",1
33046,"('work', 'guess')",1
33047,"('guess', '780s')",1
33048,"('780s', 'metal')",1
33049,"('metal', 'drive')",1
33050,"('drive', 'arm')",1
33051,"('arm', 'broken')",1
33052,"('line', 'sounds')",1
33053,"('moms', 'phone')",1
33054,"('theres', 'trauma')",1
33055,"('disconnect', 'emedic')",1
33056,"('breathing', 'situation')",1
33057,"('shes', 'worse')",1
33058,"('worse', 'time')",1
33059,"('done', 'given')",1
33060,"('given', 'blood')",1
33061,"('blood', 'transfusions')",1
33062,"('past', 'shes')",1
33063,"('bring', 'cant')",1
33064,"('sit', 'without')",1
33065,"('without', 'almost')",1
33066,"('almost', 'passing')",1
33067,"('passing', 'wanted')",1
33068,"('see', 'chance')",1
33069,"('chance', 'could')",1
33070,"('could', 'squad')",1
33071,"('without', 'siren')",1
33072,"('siren', 'theres')",1
33073,"('cancer', 'difficulty')",1
33074,"('sisterinlaw', 'pancreatic')",1
33075,"('im', 'sisterinlaw')",1
33076,"('5630', '5')",1
33077,"('emedic', 'turnaround')",1
33078,"('turnaround', 'okay')",1
33079,"('emergency', '5630')",1
33080,"('5630', 'lynnbrook')",1
33081,"('lynnbrook', 'lane')",1
33082,"('43082', 'said')",1
33083,"('said', '5630')",1
33084,"('6', '3')",1
33085,"('6146577068', 'im')",1
33086,"('yeah', '5630')",1
33087,"('5630', 'sarah')",1
33088,"('sarah', 'weidbruhe')",1
33089,"('weidbruhe', 'bsmboy')",1
33090,"('bsmboy', 'rew')",1
33091,"('rew', 'phone')",1
33092,"('disconnected', '6146577068')",1
33093,"('surgery', 'hospitalized')",1
33094,"('arm', 'two')",1
33095,"('sure', 'put')",1
33096,"('sivler', 'whats')",1
33097,"('sizzler', 'roof')",1
33098,"('roof', 'yeah')",1
33099,"('yeah', 'sizzler')",1
33100,"('sizzler', 'phone')",1
33101,"('need', 'phone')",1
33102,"('number', 'husbands')",1
33103,"('husbands', 'way')",1
33104,"('way', 'contact')",1
33105,"('contact', 'back')",1
33106,"('okay', '6148322153')",1
33107,"('6148322153', 'okay')",1
33108,"('right', 'richard')",1
33109,"('richard', 'yeah')",1
33110,"('yes', '72')",1
33111,"('standing', 'felt')",1
33112,"('felt', 'standing')",1
33113,"('one', 'hardwood')",1
33114,"('whats', 'sizzler')",1
33115,"('sizzler', 'sivler')",1
33116,"('hip', 'go')",1
33117,"('name', 'sizzler')",1
33118,"('ago', 'today')",1
33119,"('today', 'hear')",1
33120,"('hes', 'wexner')",1
33121,"('hes', 'liver')",1
33122,"('liver', 'kidney')",1
33123,"('kidney', 'transplant')",1
33124,"('transplant', 'wed')",1
33125,"('wed', 'like')",1
33126,"('like', 'taken')",1
33127,"('taken', 'wexner')",1
33128,"('wexner', 'hospital')",1
33129,"('hospital', 'could')",1
33130,"('could', 'thats')",1
33131,"('got', 'records')",1
33132,"('records', 'got')",1
33133,"('got', 'week')",1
33134,"('nancy', 'name')",1
33135,"('hip', 'obvious')",1
33136,"('anywhere', 'short')",1
33137,"('complaints', 'illness')",1
33138,"('falling', 'like')",1
33139,"('osu', 'wexner')",1
33140,"('wexner', 'right')",1
33141,"('thats', 'wish')",1
33142,"('wish', 'okay')",1
33143,"('problem', 'good')",1
33144,"('bye', 'might')",1
33145,"('might', 'thank')",1
33146,"('emergency', '4910')",1
33147,"('name', 'heidi')",1
33148,"('heidi', 'hamilton')",1
33149,"('hamilton', 'phone')",1
33150,"('calling', '6149407860')",1
33151,"('6149407860', 'exactly')",1
33152,"('actually', 'house')",1
33153,"('house', 'called')",1
33154,"('called', 'husband')",1
33155,"('husband', 'divorced')",1
33156,"('take', 'osu')",1
33157,"('youll', 'take')",1
33158,"('okay', 'youll')",1
33159,"('bacteria', 'blood')",1
33160,"('told', 'person')",1
33161,"('person', 'mean')",1
33162,"('ago', 'wexner')",1
33163,"('right', 'treating')",1
33164,"('treating', 'antibiotics')",1
33165,"('antibiotics', 'hes')",1
33166,"('blood', 'bacteria')",1
33167,"('blood', 'bye')",1
33168,"('unless', 'anything')",1
33169,"('theyre', 'athome')",1
33170,"('athome', 'care')",1
33171,"('care', 'treatment')",1
33172,"('treatment', 'antibiotic')",1
33173,"('antibiotic', 'weve')",1
33174,"('weve', 'religiously')",1
33175,"('religiously', 'every')",1
33176,"('ahead', 'thank')",1
33177,"('broken', 'hip')",1
33178,"('two', 'places')",1
33179,"('emergency', 'live')",1
33180,"('specialized', 'kahngruk')",1
33181,"('kahngruk', '6440')",1
33182,"('6440', 'home')",1
33183,"('ohio', 'called')",1
33184,"('called', 'nonemergency')",1
33185,"('number', 'said')",1
33186,"('would', 'send')",1
33187,"('happened', 'heart')",1
33188,"('heart', 'procedure')",1
33189,"('procedure', 'thursday')",1
33190,"('thursday', 'balloon')",1
33191,"('balloon', 'right')",1
33192,"('right', 'coronary')",1
33193,"('coronary', 'artery')",1
33194,"('artery', 'feeling')",1
33195,"('feel', 'shaky')",1
33196,"('shaky', 'stick')",1
33197,"('live', 'specialized')",1
33198,"('dosenkopf', 'coming')",1
33199,"('may', 'broken')",1
33200,"('door', 'dosenkopf')",1
33201,"('richard', 'talked')",1
33202,"('talked', 'liberty')",1
33203,"('wife', 'redkir')",1
33204,"('redkir', 'uh')",1
33205,"('uh', 'seventy')",1
33206,"('seventy', 'nine')",1
33207,"('nine', 'tonight')",1
33208,"('tonight', 'shes')",1
33209,"('weighs', 'would')",1
33210,"('say', 'close')",1
33211,"('know', '180')",1
33212,"('180', '190')",1
33213,"('190', 'ok')",1
33214,"('anybody', 'weve')",1
33215,"('got', 'dispatches')",1
33216,"('dispatches', 'richard')",1
33217,"('richard', 'come')",1
33218,"('stick', 'stomach')",1
33219,"('stomach', 'called')",1
33220,"('called', 'riverside')",1
33221,"('riverside', 'know')",1
33222,"('jessica', 'whats')",1
33223,"('call', '6143279995')",1
33224,"('6143279995', 'okay')",1
33225,"('jessica', 'let')",1
33226,"('dispatch', 'shawnee')",1
33227,"('hills', 'okay')",1
33228,"('pick', 'im')",1
33229,"('going', 'speak')",1
33230,"('speak', 'first')",1
33231,"('transfer', 'address')",1
33232,"('address', '10953')",1
33233,"('10953', 'hastings')",1
33234,"('hastings', 'lane')",1
33235,"('lane', 'called')",1
33236,"('called', 'phones')",1
33237,"('phones', 'husband')",1
33238,"('fallen', 'may')",1
33239,"('jessica', 'jessica')",1
33240,"('man', 'jessica')",1
33241,"('quick', 'man')",1
33242,"('attacked', 'need')",1
33243,"('know', 'cardiac')",1
33244,"('cardiac', 'surgeon')",1
33245,"('surgeon', 'family')",1
33246,"('family', 'friend')",1
33247,"('friend', 'said')",1
33248,"('come', 'emergency')",1
33249,"('wife', 'attacked')",1
33250,"('somebody', 'house')",1
33251,"('wife', 'still')",1
33252,"('house', 'please')",1
33253,"('address', '73')",1
33254,"('73', 'east')",1
33255,"('east', 'hiawatha')",1
33256,"('hiawatha', 'drive')",1
33257,"('medic', 'dont')",1
33258,"('medic', 'wife')",1
33259,"('divorced', 'concerned')",1
33260,"('concerned', 'father')",1
33261,"('hes', 'couch')",1
33262,"('sitting', 'upstairs')",1
33263,"('give', 'diabetes')",1
33264,"('diabetes', 'well')",1
33265,"('thank', 'leave')",1
33266,"('leave', 'fell')",1
33267,"('fell', 'table')",1
33268,"('table', 'last')",1
33269,"('oh', 'fell')",1
33270,"('like', 'collarbone')",1
33271,"('collarbone', 'hurting')",1
33272,"('hurting', 'wouldnt')",1
33273,"('fell', 'dad')",1
33274,"('dad', 'sit')",1
33275,"('sit', 'standing')",1
33276,"('standing', 'sit')",1
33277,"('sit', 'youre')",1
33278,"('going', 'hospital')",1
33279,"('hospital', 'yes')",1
33280,"('upstairs', 'want')",1
33281,"('crap', 'back')",1
33282,"('couch', 'feels')",1
33283,"('oh', 'crap')",1
33284,"('call', '244')",1
33285,"('rock', 'whats')",1
33286,"('taylor', 'im')",1
33287,"('fell', 'seizure')",1
33288,"('way', 'awake')",1
33289,"('hes', '32')",1
33290,"('32', 'dare')",1
33291,"('dare', 'im')",1
33292,"('im', '13')",1
33293,"('13', 'weve')",1
33294,"('left', 'click')",1
33295,"('click', 'pills')",1
33296,"('take', 'gave')",1
33297,"('taking', 'members')",1
33298,"('members', 'right')",1
33299,"('second', 'uhhuh')",1
33300,"('uhhuh', 'oh')",1
33301,"('youre', 'burning')",1
33302,"('burning', 'house')",1
33303,"('house', 'think')",1
33304,"('na', 'violent')",1
33305,"('disconnect', 'wait')",1
33306,"('wait', 'paramedics')",1
33307,"('paramedics', 'yeah')",1
33308,"('minutes', 'starting')",1
33309,"('starting', 'seize')",1
33310,"('seize', 'think')",1
33311,"('done', 'oh')",1
33312,"('gosh', 'kenya')",1
33313,"('kenya', 'alone')",1
33314,"('alone', 'little')",1
33315,"('little', 'barber')",1
33316,"('barber', 'okay')",1
33317,"('help', 'brother')",1
33318,"('brother', 'unlock')",1
33319,"('unlock', 'front')",1
33320,"('putting', 'dog')",1
33321,"('dog', 'right')",1
33322,"('everythings', 'ok')",1
33323,"('look', 'make')",1
33324,"('need', 'look')",1
33325,"('supposed', 'umm')",1
33326,"('going', 'violent')",1
33327,"('yeah', 'second')",1
33328,"('second', 'hes')",1
33329,"('around', 'six')",1
33330,"('six', 'short')",1
33331,"('flying', 'oven')",1
33332,"('oven', 'walking')",1
33333,"('umm', 'ask')",1
33334,"('home', 'need')",1
33335,"('yeah', 'burning')",1
33336,"('burning', 'boiling')",1
33337,"('boiling', 'know')",1
33338,"('sit', 'tell')",1
33339,"('tell', 'well')",1
33340,"('medics', 'check')",1
33341,"('anywhere', 'stay')",1
33342,"('work', 'told')",1
33343,"('currently', 'work')",1
33344,"('called', 'mom')",1
33345,"('emergency', 'bomb')",1
33346,"('son', 'upset')",1
33347,"('upset', 'worried')",1
33348,"('worried', 'drinking')",1
33349,"('tell', '100')",1
33350,"('hes', 'anything')",1
33351,"('hes', 'unconscious')",1
33352,"('anything', 'unconscious')",1
33353,"('unconscious', 'okay')",1
33354,"('old', 'ex')",1
33355,"('ex', 'yes')",1
33356,"('50', 'yeah')",1
33357,"('weve', 'divorced')",1
33358,"('divorced', 'overweight')",1
33359,"('overweight', 'probably')",1
33360,"('pressure', 'know')",1
33361,"('son', 'concerned')",1
33362,"('way', '4910')",1
33363,"('around', 'quite')",1
33364,"('know', 'around')",1
